,laptop_id,company,product,type_name,inches,screen_resolution,screen_resolution_width,screen_resolution_height,cpu,ram,memory_disk,memory_ssd,gpu,op_sys,weight,price
561,568,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,Intel Core,4,128,SSD,Intel,Windows 10,2.05,630.0
562,569,HP,EliteBook 1030,Ultrabook,13.3,3200x1800,3200,1800,Intel Core,16,512,SSD,Intel,Windows 10,1.16,1965.0
563,570,Lenovo,Thinkpad P71,Notebook,17.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,3.4,2999.0
564,571,Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,2.5,839.0
565,572,Dell,XPS 13,Ultrabook,13.3,3840x2160,3840,2160,Intel Core,8,128,SSD,Intel,Windows 10,1.21,1599.0
566,573,Dell,Latitude 5580,Notebook,15.6,1366x768,1366,768,Intel Core,4,500,HDD,Intel,Windows 10,1.93,959.0
567,574,Fujitsu,Lifebook A557,Notebook,15.6,1366x768,1366,768,Intel Core,8,1000,HDD,Intel,Windows 10,2.2,739.0
568,575,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1920x1080,1920,1080,Intel Other,4,500,HDD,Intel,Windows 10,2.2,344.0
569,576,Lenovo,ThinkPad L470,Notebook,14.0,1366x768,1366,768,Intel Core,4,500,HDD,Intel,Windows 10,2.02,990.0
570,577,HP,ZBook 17,Workstation,17.3,1600x900,1600,900,Intel Core,8,500,HDD,Nvidia,Windows 10,3.14,1860.99
571,578,HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,1366x768,1366,768,Intel Other,8,2000,HDD,Intel,Windows 10,1.94,389.0
572,579,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,1920x1080,1920,1080,AMD,6,256,SSD,AMD,Windows 10,1.95,649.0
573,580,Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,2.3,830.0
574,581,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,Intel Core,4,500,HDD,Intel,Windows 10,2.05,685.0
575,582,Mediacom,SmartBook 141,Notebook,14.0,1920x1080,1920,1080,Intel Other,4,32,SSD,Intel,Windows 10,1.4,249.0
576,583,Toshiba,Tecra X40-D-10H,Ultrabook,14.0,1920x1080,1920,1080,Intel Core,16,512,SSD,Intel,Windows 10,1.24,1865.0
577,584,Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,1920x1080,1920,1080,Intel Core,32,256,HDD,Nvidia,Windows 10,4.6,2663.0
578,585,MSI,GT73VR Titan,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,512,HDD,Nvidia,Windows 10,4.14,2729.0
579,586,Dell,Inspiron 3567,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,AMD,Linux,2.2,749.01
580,587,Mediacom,SmartBook Edge,Notebook,14.0,1920x1080,1920,1080,Intel Other,4,32,SSD,Intel,Windows 10,1.45,389.0
581,588,Dell,Latitude 5580,Notebook,15.6,1366x768,1366,768,Intel Core,8,500,HDD,Intel,Windows 10,1.9,1008.52
582,589,HP,ProBook 430,Notebook,13.3,1920x1080,1920,1080,Intel Core,4,128,SSD,Intel,Windows 10,1.49,719.0
583,590,Dell,Latitude 5580,Notebook,15.6,1920x1080,1920,1080,Intel Core,16,256,SSD,Nvidia,Windows 10,1.93,1537.39
584,591,Dell,Chromebook 11,Netbook,11.6,1366x768,1366,768,Intel Other,4,16,Storage,Intel,Android or Chrome,1.26,295.0
585,592,MSI,GT80S 6QE,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,128,HDD,Nvidia,Windows 10,4.5,2349.0
586,593,HP,Omen 17-AN010nv,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,3.78,1498.0
587,594,Lenovo,Thinkpad T460s,Ultrabook,14.0,1920x1080,1920,1080,Intel Core,12,256,SSD,Intel,Windows 10,1.4,1673.0
588,595,Lenovo,Ideapad 320-15IKBR,Notebook,15.6,1366x768,1366,768,Intel Core,12,1000,HDD,Intel,Windows 10,2.2,609.0
589,596,Asus,ROG Strix,Gaming,17.3,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,2.73,1770.0
590,597,Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,1366x768,1366,768,Intel Core,8,1000,HDD,Intel,Windows 10,2.2,739.0
591,598,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920x1080,1920,1080,AMD,12,512,SSD,AMD,Windows 10,2.2,949.0
592,599,Dell,Inspiron 3179,2 in 1 Convertible,11.6,1366x768,1366,768,Intel Core,4,128,SSD,Intel,Windows 10,1.39,603.0
593,600,Samsung,Notebook Odyssey,Notebook,15.6,1920x1080,1920,1080,Intel Core,16,128,HDD,Nvidia,Windows 10,2.5,1699.0
594,601,Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,1920x1080,1920,1080,Intel Core,4,500,HDD,Intel,No OS,2.8,529.0
595,602,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1366x768,1366,768,Intel Core,8,1000,HDD,Intel,Windows 10,2.29,459.0
596,603,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,1920,1080,Intel Core,8,512,SSD,Intel,Windows 10,1.37,2025.0
597,604,Lenovo,Thinkpad T470p,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.7,1474.0
598,605,Dell,Latitude 5289,2 in 1 Convertible,12.5,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.34,1670.0
599,606,Dell,Precision 3520,Workstation,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.06,1763.0
600,607,HP,EliteBook 850,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.84,1219.0
601,608,HP,ProBook 450,Notebook,15.6,1366x768,1366,768,Intel Core,4,500,HDD,Intel,Windows 10,2.1,668.48
602,609,Acer,Aspire 1,Notebook,14.0,1920x1080,1920,1080,Intel Other,4,32,Storage,Intel,Windows 10,1.6,329.0
603,610,MSI,Laptop MSI,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,128,HDD,Nvidia,Windows 10,4.14,2199.0
604,611,Dell,Vostro 3568,Notebook,15.6,1366x768,1366,768,Intel Core,4,1000,HDD,AMD,Linux,2.18,465.0
605,612,MSI,GS63VR 7RF,Gaming,15.6,3840x2160,3840,2160,Intel Core,16,256,HDD,Nvidia,Windows 10,1.8,2299.0
606,613,Toshiba,Tecra Z50-C-144,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,2.2,1399.0
607,614,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,1920,1080,Intel Core,6,1000,HDD,Intel,Windows 10,2.4,564.0
608,615,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,2.0,1299.0
609,616,Acer,Swift SF114-31-P5HY,Notebook,14.0,1366x768,1366,768,Intel Other,4,128,Storage,Intel,Windows 10,1.6,349.0
610,617,Lenovo,Thinkpad P51,Notebook,15.6,3840x2160,3840,2160,Intel Other,32,1000,SSD,Nvidia,Windows 10,2.5,4899.0
611,618,Dell,Inspiron 7559,Gaming,15.6,1920x1080,1920,1080,Intel Core,16,1000,HDD,Nvidia,Windows 10,2.59,879.01
612,619,Dell,Vostro 3568,Notebook,15.6,1366x768,1366,768,Intel Core,4,1000,HDD,Intel,Linux,2.18,443.9
613,620,Dell,Inspiron 3567,Notebook,15.6,1366x768,1366,768,Intel Core,4,1000,HDD,Intel,Linux,2.25,359.0
614,621,Dell,Latitude 5580,Notebook,15.6,1366x768,1366,768,Intel Core,4,500,HDD,Intel,Linux,1.93,869.0
615,622,Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,3.0,1168.0
616,623,Dell,Vostro 3568,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,128,SSD,AMD,Linux,2.18,569.0
617,624,HP,EliteBook 850,Ultrabook,15.6,1920x1080,1920,1080,Intel Core,8,512,SSD,Intel,Windows 10,1.84,1389.0
618,625,MSI,GT62VR 7RE,Gaming,15.6,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,2.94,2267.86
619,626,Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,11.6,1366x768,1366,768,Intel Other,4,32,Storage,Intel,Android or Chrome,1.25,379.0
620,627,HP,ProBook 650,Notebook,14.0,1366x768,1366,768,Intel Core,8,256,SSD,Intel,Windows 10,2.31,1124.0
621,628,Lenovo,ThinkPad T470,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 7,1.65,1465.0
622,629,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,1000,HDD,AMD,Windows 10,2.2,776.0
623,630,Fujitsu,LifeBook A557,Notebook,15.6,1366x768,1366,768,Intel Core,8,256,SSD,Intel,Windows 10,2.2,799.0
624,631,HP,EliteBook 850,Notebook,15.6,1366x768,1366,768,Intel Core,4,500,HDD,Intel,Windows 7,1.88,932.0
625,632,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Windows 10,2.2,899.0
626,633,Mediacom,SmartBook 140,Notebook,14.0,1920x1080,1920,1080,Intel Other,2,32,Storage,Intel,Windows 10,1.4,239.0
627,634,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,128,SSD,Intel,No OS,2.2,468.0
628,635,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,1920x1080,1920,1080,Intel Core,6,1000,HDD,Intel,Windows 10,1.5,639.01
629,636,Dell,XPS 15,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.0,1820.0
630,637,Asus,ZenBook 3,Ultrabook,14.0,1920x1080,1920,1080,Intel Core,16,512,SSD,Intel,Windows 10,1.1,1900.0
631,639,Dell,Inspiron 7567,Gaming,15.6,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,2.62,1479.0
632,640,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,Intel Core,4,256,SSD,Intel,Windows 10,1.8,829.0
633,641,Lenovo,Ideapad 320-15ISK,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,1000,HDD,Nvidia,Windows 10,2.2,579.0
634,642,Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,1366x768,1366,768,Intel Other,8,1000,HDD,Intel,Windows 10,2.0,399.0
635,643,Asus,VivoBook Pro,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Windows 10,1.99,906.62
636,644,Dell,XPS 13,Ultrabook,13.3,3200x1800,3200,1800,Intel Core,8,256,SSD,Intel,Windows 10,1.23,1869.0
637,645,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,1366,768,Intel Other,2,32,Storage,Intel,Windows 10,1.42,249.0
638,646,Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.37,1757.42
639,647,Dell,XPS 15,Notebook,15.6,3840x2160,3840,2160,Intel Core,16,1000,SSD,Nvidia,Windows 10,2.06,2399.0
640,648,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,2.5,1109.0
641,649,HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17.0,1600x900,1600,900,AMD,8,1000,HDD,AMD,Windows 10,2.6,520.9
642,650,Lenovo,ThinkPad X1,Ultrabook,14.0,1920x1080,1920,1080,Intel Core,16,512,SSD,Intel,Windows 10,1.14,2450.0
643,651,Asus,ROG GL553VE-FY022,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,No OS,2.5,1169.0
644,652,Acer,Extensa EX2540,Notebook,15.6,1366x768,1366,768,Intel Core,4,500,HDD,Intel,Windows 10,2.4,450.0
645,653,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,1366,768,Intel Other,4,32,Storage,Intel,Windows 10,1.43,274.0
646,654,Acer,Swift 3,Ultrabook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.8,919.0
647,655,Razer,Blade Pro,Gaming,14.0,1920x1080,1920,1080,Intel Core,16,256,SSD,Nvidia,Windows 10,1.95,2599.0
648,656,Toshiba,Portege Z30-C-16J,Notebook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.2,1213.0
649,657,Lenovo,Thinkpad X270,Ultrabook,12.5,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.36,1584.0
650,658,Asus,ROG G701VI,Gaming,17.3,1920x1080,1920,1080,Intel Core,32,512,SSD,Nvidia,Windows 10,3.8,2799.0
651,659,Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Linux,2.4,709.0
652,660,Dell,XPS 13,Ultrabook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.2,1449.9
653,661,MSI,GL62M 7REX,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,2.2,1191.8
654,662,HP,250 G6,Notebook,15.6,1366x768,1366,768,Intel Core,4,500,HDD,Intel,No OS,1.86,364.9
655,663,Toshiba,Tecra A50-D-11M,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,500,HDD,Intel,Windows 10,2.0,1064.0
656,664,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,AMD,Windows 10,2.2,919.0
657,665,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,Intel Core,16,256,HDD,AMD,Windows 10,2.2,1135.0
658,666,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,3.31,1196.0
659,667,Dell,Alienware 17,Gaming,17.3,3840x2160,3840,2160,Intel Core,32,512,HDD,Nvidia,Windows 10,4.42,3147.37
660,668,Dell,Latitude E7470,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.56,1229.0
661,669,Lenovo,Ideapad 320-15IAP,Notebook,15.6,1366x768,1366,768,Intel Other,4,500,HDD,Intel,Windows 10,2.2,419.0
662,670,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,500,HDD,Intel,Windows 10,2.2,535.0
663,671,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,1920x1080,1920,1080,Intel Core,6,1000,HDD,AMD,Windows 10,2.04,539.0
664,672,MSI,GP72VR Leopard,Gaming,17.3,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,2.7,1486.77
665,673,Toshiba,Satellite Pro,Notebook,15.6,1366x768,1366,768,Intel Core,4,128,SSD,Intel,Windows 10,2.1,498.0
666,674,Dell,Latitude 3580,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Intel,Windows 10,2.06,955.0
667,675,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,AMD,Windows 10,2.1,745.0
668,676,Toshiba,Tecra Z50-D-10E,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,2.0,1258.0
669,677,Acer,Aspire 3,Notebook,15.6,1366x768,1366,768,Intel Core,4,128,SSD,Intel,Linux,2.1,412.0
670,678,Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,2256,1504,Intel Core,8,256,SSD,Intel,Windows 10,1.252,1867.85
671,679,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,AMD,Windows 10,1.9,817.95
672,680,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.3,1034.0
673,681,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,1366,768,AMD,4,128,SSD,AMD,Windows 10,2.2,349.0
674,682,HP,Pavilion X360,2 in 1 Convertible,14.0,1920x1080,1920,1080,Intel Core,4,128,SSD,Nvidia,Windows 10,1.63,699.0
675,683,MSI,GP62 7RDX,Gaming,15.6,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,2.4,1294.0
676,684,Asus,Zenbook 3,Ultrabook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.1,1135.0
677,685,HP,Chromebook X360,2 in 1 Convertible,11.6,1366x768,1366,768,Intel Other,8,64,Storage,Intel,Android or Chrome,1.4,495.0
678,686,LG,Gram 15Z975,Ultrabook,15.6,1920x1080,1920,1080,Intel Core,8,512,SSD,Intel,Windows 10,1.09,2299.0
679,687,Acer,Aspire VX5-591G,Gaming,15.6,1920x1080,1920,1080,Intel Core,16,256,SSD,Nvidia,Windows 10,2.5,1299.0
680,688,MSI,GV62M 7RD,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.2,997.9
681,689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1366x768,1366,768,Intel Other,4,128,SSD,Intel,Windows 10,1.86,419.0
682,690,Dell,Alienware 15,Gaming,15.6,1920x1080,1920,1080,Intel Core,16,128,HDD,Nvidia,Windows 10,3.21,2051.0
683,691,HP,17-bs000nv I3,Notebook,17.3,1920x1080,1920,1080,Intel Core,4,256,SSD,AMD,Windows 10,2.5,699.0
684,692,Lenovo,Yoga 730,2 in 1 Convertible,13.3,1920x1080,1920,1080,Intel Core,8,512,SSD,Intel,Windows 10,1.19,1499.0
685,693,Dell,Alienware 15,Gaming,15.6,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,3.49,2813.75
686,694,HP,250 G6,Notebook,15.6,1366x768,1366,768,Intel Core,4,500,HDD,AMD,Windows 10,1.86,612.61
687,695,Dell,Inspiron 3567,Notebook,15.6,1366x768,1366,768,Intel Core,4,1000,HDD,AMD,Windows 10,2.2,545.67
688,696,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,1920x1080,1920,1080,AMD,6,2000,HDD,AMD,Windows 10,2.65,569.0
689,697,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,1366x768,1366,768,Intel Other,4,500,HDD,Intel,Windows 10,2.1,318.0
690,698,Acer,Chromebook 14,Notebook,14.0,1366x768,1366,768,Intel Other,4,32,Storage,Intel,Android or Chrome,1.45,375.0
691,699,Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,1920x1080,1920,1080,Intel Core,4,256,SSD,Intel,Windows 10,1.7,699.0
692,700,HP,ZBook 17,Workstation,17.3,1920x1080,1920,1080,Intel Core,8,500,HDD,Nvidia,Windows 10,3.14,1907.99
693,701,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,2560,1440,Intel Core,8,256,SSD,Intel,Windows 10,1.42,2590.0
694,702,Toshiba,Satellite Pro,Notebook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.5,973.0
695,703,Acer,TravelMate B117-M,Netbook,11.6,1366x768,1366,768,Intel Other,4,32,Storage,Intel,Windows 10,1.4,269.0
696,704,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,1920x1080,1920,1080,Intel Core,16,512,SSD,Intel,Windows 10,1.38,1749.0
697,705,Asus,Chromebook Flip,2 in 1 Convertible,12.5,1920x1080,1920,1080,Intel Core,4,64,Storage,Intel,Android or Chrome,1.2,669.0
698,706,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,1920x1080,1920,1080,Intel Core,16,512,SSD,Intel,Windows 10,1.36,1877.0
699,707,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,500,HDD,AMD,Windows 10,2.1,689.0
700,708,Dell,Inspiron 5577,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Windows 10,2.56,819.0
701,709,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1920x1080,1920,1080,AMD,4,256,SSD,AMD,Windows 10,2.2,399.0
702,710,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,1366,768,AMD,8,1000,HDD,AMD,Windows 10,2.2,429.0
703,711,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,Intel Core,4,1000,HDD,Intel,Windows 10,2.1,621.45
704,712,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,1366,768,Intel Core,4,500,HDD,Intel,No OS,1.9,450.0
705,713,Dell,Vostro 5568,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,2.18,795.0
706,714,Acer,Spin 5,2 in 1 Convertible,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.6,999.0
707,715,Lenovo,ThinkPad P51s,Workstation,15.6,1920x1080,1920,1080,Intel Core,16,512,SSD,Nvidia,Windows 7,2.18,1855.0
708,716,Lenovo,Thinkpad T460p,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.8,1191.0
709,717,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,1920x1080,1920,1080,AMD,6,2000,HDD,AMD,Windows 10,2.71,655.01
710,718,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,2.5,1249.0
711,719,Dell,Latitude 5480,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Linux,1.64,1089.0
712,720,Dell,Vostro 5568,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Intel,Linux,1.98,726.0
713,721,Asus,VivoBook E403NA,Notebook,14.0,1920x1080,1920,1080,Intel Other,4,32,Storage,Intel,Windows 10,1.5,298.0
714,722,Dell,Latitude 5580,Notebook,15.6,1920x1080,1920,1080,Intel Core,16,512,SSD,Intel,Windows 10,1.93,1426.66
715,723,Lenovo,Thinkpad E470,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,1.87,857.07
716,724,Dell,Latitude 5580,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.9,1179.0
717,725,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,1366x768,1366,768,AMD,4,500,HDD,AMD,Windows 10,2.19,298.0
718,726,Mediacom,Smartbook 142,Notebook,14.0,1920x1200,1920,1200,Intel Other,4,32,HDD,Intel,Windows 10,1.4,265.0
719,727,HP,ProBook 470,Notebook,17.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.63,1200.0
720,728,Lenovo,ThinkPad X1,Ultrabook,14.0,2560x1440,2560,1440,Intel Core,8,512,SSD,Intel,Windows 10,1.17,1686.64
721,729,HP,Pavilion X360,2 in 1 Convertible,13.3,1366x768,1366,768,Intel Core,8,256,SSD,Intel,Windows 10,1.58,836.6
722,730,Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.32,1499.0
723,731,Dell,Alienware 17,Gaming,17.3,3840x2160,3840,2160,Intel Core,32,1000,HDD,Nvidia,Windows 10,4.36,3659.4
724,732,MSI,GL72M 7REX,Gaming,17.3,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,2.7,1348.48
725,733,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,1366,768,Intel Core,4,1000,HDD,Intel,No OS,1.9,489.9
726,734,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,AMD,Windows 10,2.2,719.0
727,735,Dell,Inspiron 5378,2 in 1 Convertible,13.3,1920x1080,1920,1080,Intel Core,4,1000,HDD,Intel,Windows 10,1.71,649.0
728,736,Dell,Inspiron 5567,Notebook,15.6,1366x768,1366,768,Intel Core,8,1000,HDD,AMD,Linux,2.32,589.52
729,737,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1920x1080,1920,1080,AMD,4,1000,HDD,AMD,Windows 10,2.1,489.0
730,738,Acer,Predator 17,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,128,HDD,Nvidia,Windows 10,4.2,1935.0
731,739,Dell,Inspiron 3567,Notebook,15.6,1366x768,1366,768,Intel Core,12,1000,HDD,Intel,Windows 10,2.25,649.0
732,740,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,1920x1080,1920,1080,AMD,6,128,HDD,AMD,Windows 10,2.1,650.0
733,741,Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,1366,768,Intel Core,4,500,HDD,Intel,Windows 10,2.4,559.0
734,742,Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.44,960.0
735,743,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,Intel Core,4,1000,HDD,Intel,Windows 10,1.85,779.0
736,744,HP,ZBook 15,Workstation,15.6,1920x1080,1920,1080,Intel Core,16,256,SSD,Nvidia,Windows 10,2.6,2419.0
737,745,Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,1920,1080,Intel Core,8,1000,HDD,Intel,Windows 10,1.55,659.0
738,746,MSI,GS63VR 7RF,Gaming,15.6,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,1.8,2094.48
739,747,Acer,Aspire ES1-572,Notebook,15.6,1366x768,1366,768,Intel Core,4,500,HDD,Intel,Windows 10,2.4,410.8
740,748,Dell,Inspiron 7560,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,2.0,1207.0
741,749,Dell,Vostro 3568,Notebook,15.6,1366x768,1366,768,Intel Core,8,256,SSD,Intel,Windows 10,2.0,665.0
742,750,Toshiba,Tecra X40-D-10G,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.25,1535.0
743,751,Lenovo,Flex 5,2 in 1 Convertible,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.7,999.0
744,752,Lenovo,Thinkpad P51s,Workstation,15.6,3840x2160,3840,2160,Intel Core,16,1000,SSD,Nvidia,Windows 10,2.5,3299.0
745,753,Acer,Chromebook 14,Notebook,14.0,1366x768,1366,768,Intel Other,2,32,Storage,Intel,Android or Chrome,1.68,330.0
